MAC Address,Device Type
EA-6D-A1-7C-DB-DA,B_2
1D-47-9A-C0-C9-FF,B_2
18-61-CD-0C-37-6B,A_1
C3-E8-48-37-CD-65,A_1
7D-DE-E1-DF-3A-55,D_4
4F-C3-51-B9-28-E2,B_2
64-BF-E3-6D-1F-3F,A_1
39-8E-38-82-D3-F5,A_1
4F-88-11-D3-95-25,A_1
4E-37-CF-A4-C4-8A,D_4
7B-15-C5-BA-E4-A7,B_2
4B-CB-5C-52-BB-0D,A_1
61-86-5D-39-F5-68,B_2
E3-C4-DC-D2-E4-3A,D_4
EA-4C-B7-D2-2D-CC,B_2
57-37-98-FA-E4-65,C_3
FE-EA-95-02-F3-E1,D_4
96-2C-DE-C0-D2-CD,A_1
B8-8D-4C-02-D9-44,B_2
42-12-3C-17-15-2D,A_1
52-F8-3B-8D-52-A5,D_4
CC-97-9D-F1-9A-58,C_3
CD-95-21-B0-60-9B,B_2
60-FA-30-01-52-D1,D_4
4B-4B-EB-9A-54-30,C_3
56-4E-52-B0-01-14,A_1
C3-FD-0C-26-4C-20,C_3
B3-A3-46-91-B8-0D,A_1
39-57-3C-A7-6A-48,A_1
B2-F7-39-8E-CD-34,A_1
28-9E-0E-E5-39-CF,D_4
83-12-69-96-88-59,A_1
76-6B-13-D0-4D-86,A_1
03-69-C0-C9-AF-D7,A_1
2C-0C-DD-24-3E-24,A_1
A7-F0-D1-9C-37-BA,C_3
0C-33-0F-4C-CA-DA,C_3
61-41-CF-C1-4F-B7,B_2
82-03-0B-F0-CE-CA,C_3
77-11-DA-BB-59-38,D_4
74-FD-14-A5-93-7B,D_4
C4-22-18-31-BF-A7,C_3
F1-B4-2C-E0-41-9F,D_4
0E-EB-AC-23-4E-E5,A_1
7E-0A-DC-6D-2A-1D,B_2
17-53-87-DB-1C-53,C_3
66-6D-63-34-E2-3E,C_3
C0-50-42-4B-E5-25,D_4
D2-83-FE-50-75-E6,C_3
33-11-7F-8E-61-E1,B_2
71-69-72-E2-30-49,D_4
01-F4-90-F5-4D-26,B_2
68-3D-66-66-C0-F2,A_1
7C-EC-D0-B7-F6-D4,A_1
2E-50-97-66-2B-64,A_1
96-1D-F9-BD-61-99,B_2
C8-47-C4-16-59-2A,C_3
DF-D0-0B-7A-FC-A1,C_3
E2-62-DC-EE-1F-8D,D_4
B7-5D-70-07-4C-0F,A_1
B3-79-58-C2-CF-80,D_4
09-FC-AB-77-3B-33,B_2
5B-8C-75-E5-3C-B0,B_2
61-92-19-32-5C-E8,D_4
40-3C-7C-41-3A-E5,D_4
74-DE-C1-79-D2-38,B_2
79-FF-2A-FB-9C-57,C_3
2F-1B-01-A0-02-DE,A_1
2F-8A-E2-E7-D0-FD,B_2
62-73-F8-42-4A-FF,B_2
1F-D6-A8-2C-14-3D,B_2
68-C0-E5-CA-B2-B8,A_1
7E-B8-65-48-44-D2,D_4
08-2F-B1-E9-E0-90,A_1
38-9A-60-4E-8F-68,B_2
B1-8C-C8-6A-F5-BF,A_1
00-35-AB-23-A0-B6,D_4
AF-3E-E5-5F-D2-0C,B_2
9E-84-0D-BF-5F-BF,A_1
65-AD-D5-C9-93-F1,A_1
61-A6-2D-D8-B2-3C,C_3
C2-90-7D-75-B3-D2,A_1
DF-D4-07-AF-CA-C3,A_1
40-E5-9A-E9-2B-CA,D_4
C6-96-BF-EB-38-D4,D_4
14-F8-B8-7A-64-33,C_3
A8-93-7D-B0-CA-35,D_4
C6-AF-50-17-54-E7,C_3
39-E7-C7-6F-93-D8,C_3
F3-45-E1-24-E9-43,A_1
77-0B-90-BE-FB-4A,A_1
6E-F5-12-FE-23-43,D_4
FD-48-FB-1B-E8-27,B_2
0F-E9-26-9B-DD-9E,A_1
F3-7C-73-03-38-E2,B_2
8A-90-36-F0-54-44,A_1
5D-1A-CA-E7-32-68,D_4
67-5C-8C-C2-3F-82,D_4
82-BE-4D-29-9A-02,C_3
2D-A6-C6-46-22-B7,C_3
56-C6-52-BD-4F-03,D_4
C5-66-B1-00-21-D7,C_3
E9-22-DC-64-D9-9F,D_4
F3-83-12-6F-38-E9,D_4
93-EB-8F-9C-0B-F8,C_3
37-FF-56-42-39-3C,A_1
B1-0E-21-D4-CA-3D,B_2
FD-CF-BB-EA-24-DD,D_4
FB-28-6E-5C-25-3B,C_3
39-F6-D0-69-AB-B4,C_3
08-8F-8A-46-0E-E9,D_4
52-1C-7F-E5-D9-EC,C_3
CB-C7-3D-B5-76-A4,B_2
F6-91-86-5A-90-5C,A_1
87-D1-56-C0-B0-C5,A_1
F8-F5-42-92-8A-26,A_1
41-80-DD-89-2B-CD,D_4
38-27-4E-E5-37-03,A_1
F4-5C-4C-72-ED-01,D_4
4E-6F-92-73-46-0C,C_3
E2-69-BD-AD-BF-78,C_3
F4-6D-20-EC-08-80,A_1
7F-73-DC-6F-3E-BD,B_2
60-08-73-AD-69-94,A_1
A0-66-1A-90-DF-3F,C_3
03-51-F9-DC-6E-59,D_4
18-A9-25-92-B6-91,A_1
DA-48-C8-F1-4A-11,D_4
6B-DE-4B-99-13-88,B_2
66-CC-05-44-64-9D,C_3
14-91-CB-28-C8-FB,A_1
20-A0-20-E7-F0-08,C_3
7D-0E-29-EC-32-EB,C_3
C8-85-71-24-2C-12,A_1
10-A4-E4-C8-A8-96,D_4
EE-30-93-E0-1D-55,D_4
C2-43-A9-AE-C0-2C,A_1
36-F3-39-68-A8-2C,B_2
89-EE-97-0D-2D-EF,A_1
6B-47-D9-22-E3-1D,D_4
65-9F-F6-E3-C8-93,B_2
CE-E4-4A-DF-08-B5,A_1
15-35-0A-CE-30-64,B_2
13-22-FE-44-96-1A,C_3
F7-2C-26-99-13-8F,B_2
FB-92-6D-87-43-82,D_4
41-91-BD-49-A0-83,C_3
2A-67-53-5A-ED-7C,C_3
D5-66-17-75-4A-FF,C_3
71-DF-8F-1D-F1-7D,C_3
81-3E-56-4C-ED-93,A_1
33-EB-25-CC-0D-9F,A_1
4D-92-A1-6D-9D-A2,D_4
49-64-EB-E5-EF-0D,D_4
81-02-09-20-F7-D4,B_2
4A-F1-67-1E-77-BC,B_2
5B-D1-5C-FE-44-65,A_1
0A-8D-A8-4E-38-3A,C_3
C5-E6-A0-F8-D9-1F,C_3
36-BA-9B-C9-FA-5E,A_1
19-A0-C4-00-AF-27,C_3
97-C2-C9-C1-77-8D,C_3
9D-24-DD-C0-64-59,D_4
40-43-63-85-51-72,A_1
BE-3A-41-1D-C5-72,A_1
67-13-04-AC-EC-BF,A_1
9C-00-01-0F-41-18,B_2
A8-94-38-B7-8F-D9,D_4
1E-F7-22-ED-DC-68,C_3
8A-23-85-C9-7B-06,B_2
33-72-62-C0-E8-1C,D_4
40-9C-34-CE-38-CB,C_3
E7-ED-C4-FF-A3-CC,D_4
F6-B6-B3-B0-48-16,B_2
21-29-A3-04-92-B4,D_4
82-23-CF-A4-FF-68,D_4
67-96-D7-7D-02-5E,B_2
87-EF-24-12-A7-F7,B_2
45-3A-E6-AB-B0-3E,C_3
EB-95-07-C6-37-F3,B_2
F4-8B-DC-02-25-B5,C_3
95-D9-61-B1-33-0D,D_4
3F-E5-52-21-F4-B5,C_3
CA-A5-C8-20-EB-4D,C_3
4C-78-17-54-E1-92,A_1
E8-4F-1C-FC-C5-C6,A_1
EB-DC-E5-55-3F-35,D_4
A9-3B-F1-A7-52-9F,C_3
76-D7-45-39-97-6B,A_1
AE-F0-64-C1-CC-B8,B_2
16-E3-A5-E7-5C-3B,C_3
97-6F-1F-08-83-62,D_4
65-6A-22-28-96-62,D_4
09-39-F4-D7-E7-98,C_3
38-AC-74-3D-40-1E,A_1
8F-CD-62-58-24-77,B_2
42-93-EC-7F-24-07,B_2
CF-76-0E-89-09-84,B_2
92-32-7C-1E-0A-42,A_1
7D-88-53-73-2E-F5,B_2
F3-71-24-28-35-8A,B_2
3C-69-3D-CF-F3-4B,D_4
70-C5-F9-C0-C6-25,D_4
BF-CA-06-EB-27-D7,A_1
38-35-DA-83-E9-5C,D_4
A2-31-68-67-4E-40,D_4
CF-DB-AE-74-E7-CD,A_1
87-DF-F3-33-A9-ED,D_4
F0-29-EC-FF-C2-06,B_2
A9-F7-35-80-30-6B,B_2
CB-2A-A3-3C-0C-6B,C_3
99-66-67-EA-B9-3C,A_1
BF-B9-22-20-E2-A8,B_2
EF-FB-E5-9D-2B-35,B_2
2F-D4-31-B2-4A-B4,D_4
AB-8E-30-18-79-35,C_3
D0-38-45-FD-E7-BA,D_4
CF-EF-E6-F4-A8-62,D_4
95-CE-6A-D8-25-7D,D_4
15-3F-FC-7C-B5-0F,B_2
AF-E0-32-53-7F-A2,A_1
DA-E6-3B-16-04-82,B_2
BD-A6-B6-B7-29-F8,C_3
05-A5-FD-F4-01-7B,C_3
94-B2-1A-E7-96-2A,B_2
E4-C8-EB-DE-A7-4A,A_1
2D-BF-A0-6D-C1-20,A_1
A9-80-88-F7-E6-DB,B_2
26-2A-37-1B-8E-5B,B_2
5D-BD-E9-1E-44-01,B_2
9E-E2-C3-13-32-B1,A_1
34-B4-14-54-C2-B6,C_3
9E-34-BF-D1-6D-71,C_3
63-09-39-7C-3C-7A,B_2
33-C6-C8-8F-D2-AF,B_2
C9-74-17-2B-33-6C,A_1
86-3F-3F-AA-D1-35,C_3
99-F7-CC-CF-D1-66,B_2
CA-CA-B9-BC-F1-90,C_3
3C-4D-19-2A-F1-77,C_3
3D-65-D7-F0-B5-2E,C_3
65-A9-4E-81-3B-1D,A_1
27-E1-01-86-38-D3,A_1
C5-CA-D8-64-B2-54,D_4
01-EA-21-D6-C3-AD,B_2
1F-19-52-C0-D6-74,A_1
D3-89-81-A0-39-CC,D_4
13-01-76-44-28-B1,B_2
24-7D-52-67-73-A1,A_1
FD-28-E5-86-00-CC,C_3
02-C1-83-C7-38-9C,A_1
39-ED-45-DF-B6-83,A_1
CA-3D-CF-73-DA-51,B_2
98-EB-BA-56-5E-7F,A_1
49-F1-A2-4F-7A-DD,C_3
5F-A3-82-28-96-BD,A_1
CE-0A-EE-18-0B-46,D_4
06-A4-08-6F-2D-F3,C_3
44-B3-63-E6-6D-36,C_3
3B-A0-FB-99-5A-7F,B_2
E4-66-05-EB-33-F2,A_1
65-50-33-EA-17-CC,D_4
EF-25-B9-C2-91-FB,B_2
7D-CD-CB-31-F4-33,C_3
D0-B9-F5-DF-82-31,B_2
19-1F-64-D7-9D-74,D_4
EA-E1-0A-37-49-EA,B_2
ED-A6-F2-B0-E4-41,D_4
BC-83-B2-A4-DB-94,D_4
15-0B-CF-7F-3F-6C,D_4
ED-BC-39-85-24-16,B_2
C9-0A-8E-3D-3F-FA,A_1
D9-35-F8-D6-1A-F7,A_1
22-D2-5F-6F-D3-CC,A_1
E4-B1-40-FB-02-CD,D_4
09-4B-62-39-9E-9F,B_2
01-7B-5A-CB-1C-97,C_3
61-0C-31-A3-BA-25,A_1
67-A8-C5-82-18-6B,B_2
5A-4F-24-08-1E-C8,A_1
FB-27-2C-11-E6-65,D_4
D3-6C-15-CD-ED-D4,A_1
2C-72-AF-18-A5-57,B_2
83-93-DE-1F-FD-61,B_2
FF-BF-FF-87-0F-A5,A_1
29-CF-1E-BE-43-8E,A_1
84-D4-EB-C2-EF-8A,B_2
89-54-98-A8-0B-EE,B_2
9E-4A-A9-92-45-F6,B_2
77-28-89-C1-02-8D,D_4
BD-07-27-FC-B2-F5,D_4
DB-D2-36-25-F9-02,C_3
7E-73-2C-39-D1-DA,C_3
23-A4-1A-56-05-7D,C_3
F1-9F-90-5E-F3-7D,A_1
C5-EC-6E-88-64-18,A_1
1A-7E-56-63-B3-E9,A_1
38-6D-A0-12-71-7D,C_3
36-D5-9B-8F-E7-CA,A_1
73-84-D0-9B-D6-A5,D_4
88-B7-27-16-10-10,B_2
74-13-85-4B-17-E8,C_3
80-36-9B-19-26-5C,B_2
09-94-67-F3-F6-E1,B_2
2D-BC-E8-0C-90-D0,D_4
A5-92-EF-F3-14-2E,B_2
75-9A-76-62-AD-1F,B_2
E3-B6-32-01-B5-1A,A_1
58-C4-5A-C0-09-45,C_3
EB-BE-6E-59-01-68,C_3
3D-7D-D3-EA-38-47,B_2
5A-8C-8D-62-95-2E,C_3
52-6C-F0-53-13-BA,A_1
41-66-60-B1-C0-3A,B_2
1F-9E-CA-E4-16-66,A_1
01-26-7B-B3-E5-2D,A_1
DB-4B-F3-F8-F4-D4,B_2
55-FD-0F-4E-5F-CE,D_4
4E-29-92-7E-D5-0F,A_1
EE-54-FA-A2-BF-87,A_1
4D-F0-F9-20-A5-BA,C_3
57-53-A9-4B-0F-DF,C_3
5B-A6-24-4F-0A-41,B_2
0B-2C-23-B1-82-DC,C_3
74-A5-EE-78-9C-C1,D_4
81-C9-E5-47-D1-C6,A_1
0D-C3-3D-6E-68-B8,A_1
E8-94-66-98-15-F5,C_3
85-3F-6F-6A-0E-EB,C_3
53-51-4D-02-3B-92,D_4
A7-EA-9F-55-1D-07,B_2
CD-76-05-ED-51-35,D_4
5E-DE-40-EA-28-77,A_1
B2-19-87-3E-7C-9D,C_3
1C-EC-F4-8C-A4-9B,C_3
57-DE-F7-A2-A0-1E,B_2
D5-81-E2-D4-4E-6F,C_3
24-21-2F-C8-D4-32,A_1
57-FF-8E-F9-AC-5A,A_1
A4-76-9B-98-B2-69,D_4
9B-F7-AD-0F-47-60,C_3
B0-F1-6B-BF-2C-CD,A_1
E6-21-D2-10-B1-4F,C_3
FE-DC-1D-8C-2A-F0,B_2
34-91-17-C9-E9-C4,A_1
05-41-F9-47-31-E4,A_1
1C-F6-FE-6E-5C-B2,C_3
D1-E1-E4-B4-8D-A9,B_2
5F-DB-E2-95-85-3A,C_3
9A-0F-DC-22-8D-E3,B_2
54-23-BD-4A-09-D6,A_1
E2-AE-B2-76-B3-14,B_2
3F-8E-79-69-74-69,D_4
E0-C9-DD-35-F1-CB,B_2
B0-86-03-D7-F1-AE,A_1
9B-8D-69-29-A5-C5,B_2
25-97-E1-57-59-D4,A_1
7A-1B-D2-A9-0F-18,C_3
96-4D-81-98-DF-C9,C_3
32-46-57-A7-A2-B3,D_4
CD-27-DD-0D-3B-6B,A_1
3E-FA-93-A6-A1-D6,B_2
39-1F-01-C0-81-E9,B_2
BB-AE-05-71-62-A0,C_3
FB-8E-2F-8C-EA-C4,A_1
42-CB-74-F8-2E-02,B_2
FC-AD-AE-07-4F-EF,C_3
D4-09-40-EA-17-2B,C_3
C9-6A-29-07-54-07,A_1
14-4A-BE-BC-19-F3,B_2
FD-56-DF-DF-71-02,A_1
29-EE-AE-76-8A-54,C_3
B7-1A-D4-31-6C-16,A_1
36-2F-4D-C3-D4-96,B_2
E5-E2-A7-DC-7E-3C,A_1
7D-DB-40-AE-58-24,D_4
1D-59-2B-3B-2F-1A,D_4
84-FC-26-07-B1-18,A_1
34-17-54-B8-14-E5,C_3
92-B5-08-4C-6C-65,D_4
13-9B-CC-28-2E-14,D_4
5F-68-4A-60-F7-09,A_1
B7-3A-97-14-E8-1B,C_3
97-6D-E3-B6-E2-BD,B_2
C6-B6-BC-A2-A9-B0,A_1
BB-68-BD-51-17-9F,B_2
C0-15-3E-CC-BA-C0,D_4
62-06-EC-12-22-16,C_3
0E-49-6A-05-E6-FD,A_1
22-B8-E7-A9-61-22,D_4
B9-CF-17-CF-08-43,A_1
03-90-1A-53-E3-F7,B_2
20-65-D4-D7-16-A7,D_4
49-8C-A3-0C-CE-FC,D_4
9E-8E-E1-DD-DA-84,C_3
30-A7-03-7D-97-EC,D_4
9A-58-77-E6-4E-4E,C_3
D8-D0-1A-15-92-F2,D_4
D8-DF-85-13-06-0E,B_2
38-80-00-11-74-48,A_1
10-B4-6B-2E-1E-A0,A_1
FC-89-CB-34-42-4F,C_3
B3-1D-67-38-2E-51,C_3
78-1E-A3-AF-65-43,C_3
CC-C9-A5-84-48-B4,D_4
88-28-2C-A4-51-99,C_3
2E-9A-BF-AD-C5-6A,D_4
88-DC-52-48-94-18,B_2
AC-64-BE-7D-4B-5E,B_2
D0-8E-49-D7-9D-9D,D_4
C4-0F-02-3F-E8-0A,C_3
4E-90-F6-B1-A1-05,B_2
52-AD-7E-B2-36-14,C_3
67-32-E0-67-CA-C3,C_3
D5-E7-E9-F8-72-E4,A_1
A8-BD-75-E6-C9-7E,C_3
A2-82-F7-31-D6-7B,A_1
CC-30-F1-37-81-1D,D_4
6E-AD-63-DC-DB-7F,B_2
A1-84-3A-4F-BD-B9,C_3
A6-40-19-30-05-05,D_4
54-3B-AD-65-42-18,A_1
A1-46-E7-E4-F5-09,C_3
50-96-22-A7-30-A3,D_4
8B-96-F0-3B-DE-C2,D_4
32-3B-50-4C-17-84,D_4
34-43-77-98-36-3E,D_4
D8-4B-BA-31-2F-EA,B_2
75-45-D9-0C-5A-B0,D_4
9C-A7-16-AF-89-F9,A_1
4C-71-F1-33-78-09,C_3
77-3A-17-73-EB-C3,B_2
FE-66-D3-72-AE-C1,D_4
3D-BB-92-16-C2-E7,C_3
55-D7-3C-A7-EF-BF,D_4
73-DD-1A-E7-6F-BE,A_1
56-ED-89-07-E3-90,B_2
34-F4-2E-48-11-78,C_3
31-34-76-C9-08-D4,C_3
F4-99-81-B6-59-7B,A_1
E3-DD-65-D2-BD-64,B_2
AF-2C-DF-75-C7-74,D_4
75-81-18-EC-21-F9,C_3
65-DB-E8-B0-51-CF,B_2
F4-12-D8-7D-65-C6,A_1
D4-83-B1-17-A2-45,D_4
71-9F-0E-3D-09-B3,A_1
9F-D6-66-EB-59-DF,A_1
E7-55-40-E8-C2-D9,C_3
7F-9B-71-D0-6A-23,A_1
06-34-2E-24-A8-DA,D_4
02-7C-E2-4C-E4-E1,D_4
F4-0B-92-CE-66-D5,D_4
72-C8-B0-E1-3F-F2,C_3
C3-57-DF-B2-D4-D7,A_1
21-3C-45-A0-14-52,A_1
0C-1A-8A-AC-5F-B5,C_3
9C-49-78-AF-7F-E8,D_4
67-1A-B1-9C-F3-9F,B_2
A9-39-8D-64-31-10,A_1
63-37-38-A5-28-2A,D_4
9C-95-7E-A2-AB-A4,A_1
13-B0-B5-5F-4F-4E,D_4
32-2D-48-77-3A-32,A_1
79-BA-76-76-DB-E7,D_4
DB-C2-00-C9-78-39,D_4
55-3C-50-DF-EC-D0,B_2
F4-C2-43-08-93-1A,A_1
30-98-5E-4C-F6-0A,D_4
A5-4F-DF-C3-3C-85,D_4
D3-7D-46-8F-D6-BB,D_4
9F-0B-87-B6-CD-43,A_1
73-D3-BC-A4-48-E1,D_4
39-48-83-2E-04-7B,D_4
56-EC-E2-30-E9-84,C_3
F8-C7-2C-F9-12-78,C_3
40-F9-32-0B-26-FD,D_4
3D-58-80-60-A3-68,B_2
58-64-D0-76-2A-8E,C_3
E3-8B-6F-4C-A1-4C,B_2
34-4E-79-0C-27-9C,A_1
DC-8E-EC-6A-83-B6,D_4
4B-A2-6D-A9-FE-2E,B_2
5B-C0-26-FF-BE-13,D_4
83-F0-C4-95-E1-83,B_2
4C-E2-E8-D3-86-DB,B_2
6E-A5-13-D3-A8-EF,A_1
16-96-E4-90-EC-8C,D_4
34-E9-85-B4-AE-69,B_2
73-40-30-DA-00-7D,B_2
A0-83-AF-6F-9C-27,C_3
15-96-13-22-2E-75,A_1
1A-C9-DA-94-9C-E2,D_4
60-18-70-CB-4A-51,D_4
77-9D-72-E9-2E-35,B_2
E5-DF-C9-B0-91-08,B_2
35-8D-A8-55-52-91,C_3
9F-42-EB-FA-F1-BF,D_4
F7-30-C3-96-E1-AD,D_4
32-FF-A4-74-7A-C9,D_4
BF-90-2C-9E-FB-C6,B_2
5C-45-61-F3-EE-10,B_2
AD-7A-D7-33-BB-5A,B_2
6C-4F-B2-DD-C5-3F,B_2
C7-84-93-DE-30-F3,D_4
22-93-DA-69-64-9C,B_2
17-FE-C2-8D-8B-9C,C_3
8A-78-33-9E-96-35,B_2
A8-38-53-3A-9D-DD,D_4
9E-60-22-B1-E0-AF,A_1
B0-D2-63-94-EA-B4,A_1
0F-0B-E2-7B-93-AA,D_4
03-E9-DC-80-6C-5D,B_2
4E-D2-48-89-7C-4C,D_4
EE-CC-CA-0C-C9-64,B_2
29-2B-9D-C4-88-5B,D_4
01-1A-20-F6-B7-12,C_3
62-2A-FB-69-2C-21,A_1
20-53-E6-AE-D6-B5,A_1
75-36-54-40-3F-21,A_1
D5-89-E1-A8-16-6D,A_1
B6-F1-E3-76-88-F1,D_4
6A-3A-BC-4B-68-95,D_4
36-1C-37-48-24-84,A_1
03-9E-30-D6-0F-DE,A_1
7E-8B-37-22-0C-57,A_1
B7-84-26-F5-71-27,C_3
17-54-C9-07-D2-F8,C_3
9B-8C-C3-A6-33-5F,D_4
90-D2-D0-70-11-90,D_4
C7-58-36-52-45-43,D_4
A1-AA-20-A5-D3-81,C_3
47-95-E2-18-FB-3B,D_4
70-13-FE-27-85-E6,C_3
7C-01-19-EF-44-D8,B_2
80-6E-4E-6C-77-68,B_2
73-D5-92-BD-2D-FB,D_4
98-8F-F9-D3-89-7B,C_3
B8-E5-CC-B2-D3-60,A_1
FE-21-10-2C-73-98,B_2
F3-E3-61-62-79-B9,B_2
4A-5F-B8-7B-8F-4E,A_1
4B-83-6C-66-C5-2D,A_1
35-C8-00-01-76-C2,D_4
AE-AE-A3-EA-50-FE,C_3
C5-46-6B-17-64-5A,C_3
C7-28-C0-4D-9A-7A,C_3
08-64-97-EB-3E-4E,C_3
E3-F8-6E-58-EF-08,A_1
E4-43-C3-77-31-64,C_3
82-7D-F0-52-E5-5B,C_3
9C-5B-4A-97-C8-BE,B_2
E0-BE-6D-13-34-FA,C_3
E5-85-E1-74-BD-56,D_4
46-F7-05-D8-D5-BC,C_3
6C-51-56-A7-2C-FE,A_1
19-B6-E5-A2-8B-90,A_1
1B-D0-12-8F-94-4E,A_1
43-7B-EF-A9-1D-2F,B_2
97-00-AC-F7-16-B2,A_1
00-E1-B0-47-80-41,C_3
D8-90-B4-25-DE-18,D_4
1D-15-30-C0-32-C5,B_2
8F-B1-DC-04-25-52,A_1
9C-2E-D5-AB-9A-05,B_2
99-FD-CC-42-2B-6B,C_3
FB-5B-19-84-7D-6E,B_2
20-FE-C9-E9-A6-9B,A_1
B6-58-AB-F9-92-64,C_3
24-7F-C4-16-7F-13,A_1
4D-19-46-AF-BE-8C,B_2
3E-01-A3-95-8E-07,B_2
B6-E9-66-B9-48-06,A_1
26-3B-C5-88-52-CE,D_4
EE-0E-79-C0-CF-00,A_1
CA-63-DB-70-75-9E,D_4
95-AF-AB-26-4D-FC,D_4
8B-4E-8D-55-A6-20,D_4
02-0B-87-14-8B-58,B_2
88-70-A7-7B-CC-B0,B_2
71-AC-6B-F0-99-5F,B_2
96-DD-4D-FA-CF-58,D_4
A1-AC-D0-43-CC-F7,B_2
18-0D-85-1F-93-1E,B_2
D4-CC-FC-0D-79-4E,B_2
0A-B3-61-14-F7-E4,C_3
D4-B6-97-F0-53-F7,C_3
F3-D2-DA-62-AB-1D,D_4
5C-B8-6C-F0-93-79,A_1
DF-04-29-DF-67-3C,A_1
BA-83-DD-AD-03-4D,C_3
B1-0C-9B-55-23-4D,A_1
1E-38-C3-F3-5F-14,C_3
0A-79-3C-11-85-CD,C_3
27-7E-F8-A4-41-54,B_2
84-30-94-3F-43-D2,A_1
75-69-0C-65-56-52,B_2
5F-B6-27-4C-0A-6D,B_2
EE-A4-8B-28-FC-89,A_1
53-ED-7C-B0-93-CF,C_3
4C-F3-28-16-20-AC,D_4
65-2F-43-68-18-EC,A_1
01-D2-A4-D9-36-24,D_4
3F-8D-BD-F5-24-89,A_1
2A-FA-CD-FD-D6-9A,A_1
4D-BF-D6-7F-AF-47,D_4
D6-07-4D-5F-B8-47,D_4
F5-B7-C3-59-24-CE,C_3
08-BF-8F-0E-73-CB,D_4
F5-05-7B-68-05-BD,A_1
3B-18-91-36-3E-4E,D_4
64-A2-21-83-C3-91,D_4
EE-3E-0F-A1-52-1D,C_3
BA-2E-5D-FD-3C-12,C_3
9F-C2-95-EC-85-E5,B_2
9A-04-F0-39-B5-0C,A_1
B1-1E-54-56-4B-01,C_3
BC-BB-82-A9-E4-12,B_2
4A-74-3B-B7-38-12,A_1
BE-0C-AD-C9-C0-D9,D_4
51-09-29-3D-7F-E3,B_2
FD-17-A0-17-02-4A,A_1
1B-9E-46-91-3B-7E,D_4
49-5E-AF-18-43-6D,D_4
EA-5A-51-9B-29-5C,D_4
77-38-B8-8C-13-14,C_3
C3-80-F5-F6-CA-E3,D_4
81-08-62-CB-E4-3D,A_1
6F-32-BB-4E-9A-49,A_1
59-FD-0A-29-23-AA,B_2
DF-64-DE-78-88-29,D_4
DF-F6-31-82-56-64,A_1
E1-4D-5B-22-BA-20,B_2
6A-F9-EC-6F-99-7E,B_2
B9-7B-F7-C6-1F-A3,D_4
18-ED-33-0E-0A-B6,B_2
C7-51-24-38-23-8B,C_3
8B-4F-C1-2A-09-91,C_3
29-56-F2-7E-03-64,A_1
12-15-05-1C-C0-1B,D_4
E6-E7-5A-51-FB-F7,B_2
AF-FD-63-65-5E-91,B_2
93-C8-10-8E-91-BD,A_1
A8-F9-3B-67-C8-89,D_4
68-58-EB-43-8E-BE,D_4
18-89-63-A0-89-93,A_1
71-2C-D0-92-38-5D,B_2
CF-99-08-3F-DC-7B,B_2
84-EC-6A-3A-18-04,C_3
56-F3-30-06-38-E8,C_3
A9-89-3A-05-ED-80,B_2
5D-94-AC-55-87-7B,C_3
B1-A0-FA-E7-5D-09,D_4
53-51-13-78-88-FB,B_2
23-88-40-06-93-FA,B_2
30-EC-FC-D6-3B-91,B_2
77-FB-24-03-3A-0A,C_3
22-71-12-AA-BA-B7,D_4
7F-A6-8A-B1-14-05,A_1
07-E2-61-A0-A6-FE,B_2
17-8E-4F-35-1D-2F,B_2
77-8E-3D-32-38-3C,D_4
C4-8C-A3-51-4B-AB,C_3
47-09-F2-0B-26-D2,B_2
FA-5B-9A-9A-6A-93,D_4
C4-F2-3F-F4-80-68,D_4
FA-4E-C9-DD-CE-7E,D_4
2E-E9-7D-7C-44-D1,A_1
C5-71-45-05-24-E4,C_3
61-F2-F6-1F-3D-E0,D_4
44-B0-58-B9-0A-E0,B_2
CE-C8-75-AC-5E-70,D_4
6F-DE-00-1D-FD-C7,A_1
58-7B-60-A8-BA-37,B_2
D6-1B-D5-14-12-84,B_2
93-1B-C3-C5-3B-26,C_3
68-2E-77-D8-8F-7F,C_3
FC-24-5A-EA-96-7F,A_1
87-08-00-79-84-C2,A_1
75-38-85-2A-77-7E,A_1
D7-58-5D-6A-36-55,C_3
36-8A-26-B0-48-70,D_4
52-83-43-93-C4-98,B_2
57-13-A1-8A-DB-AE,D_4
F3-B5-F9-CA-6D-09,A_1
12-9D-C4-63-87-89,D_4
29-B6-6B-20-5A-52,C_3
A9-32-A8-BF-C9-79,A_1
6E-D1-6F-8C-26-BB,C_3
2D-D1-26-B2-DB-C3,C_3
5F-15-AE-CD-F3-19,D_4
B7-CC-ED-27-43-FF,A_1
05-01-AA-A3-41-8C,B_2
9B-DC-12-74-09-28,C_3
63-96-30-9B-6B-BB,B_2
83-AC-0C-DC-83-5C,D_4
4A-27-7B-77-53-57,A_1
7A-AE-10-A2-6B-6F,A_1
8C-B0-11-A9-99-45,D_4
FF-95-AC-B0-25-2C,D_4
6D-70-CA-47-B1-3C,C_3
C5-3E-D8-26-BE-39,D_4
12-83-10-A4-D7-05,D_4
00-B5-3F-9E-E6-46,A_1
AC-0E-24-C8-7C-F9,D_4
3C-31-F0-37-38-CC,A_1
41-BD-9F-B1-C4-F0,A_1
3B-C4-4D-40-2B-70,A_1
43-CE-EF-97-98-AF,A_1
AC-B9-F0-7D-20-FF,C_3
59-A3-45-05-B2-AE,D_4
